arabic_name,english_name,source,original_arabic,original_english,arabic_normalized,english_cleaned,arabic_length,english_length
الشقيراء,Al-Shuqayra,split,الشقيراء - الحبيه,Al-Shuqayra - Al-Habiyyah,الشقيراء,Al-Shuqayra,8,11
الكديحة,Al-Kadihah,split,الكديحة - الحسنيه,Al-Kadihah - Al-Hasaniyah,الكديحة,Al-Kadihah,7,10
الفريعة,Al-Fari'ah,split,الشبارة - الفريعة,Al-Shabara - Al-Fari'ah,الفريعة,Al-Fari'ah,7,10
الشاذلية,Al-Shadhiliyah,original,,,الشاذلية,Al-Shadhiliyah,8,14
الجريب,Al-Jarib,original,,,الجريب,Al-Jarib,6,8
حصيب الجروبة,Hasib Al-Jarouba,split,السيمال - حصيب الجروبة,Al-Simal - Hasib Al-Jarouba,حصيب الجروبة,Hasib Al-Jarouba,12,16
القشوبع,Al-Qashub',split,المقيصع - القشوبع,Al-Muqaysi' - Al-Qashub',القشوبع,Al-Qashub',7,10
الظهره,al-Dhahra,split,وادي الشط - الظهره,Wadi al-Shatt - al-Dhahra,الظهره,al-Dhahra,6,9
المخاء,Al-Mukha,split,المخاء - الحالي,Al-Mukha - Al-Hali,المخاء,Al-Mukha,6,8
وادي البير,Wadi Al-Bir,split,وادي البير - هوب هادي,Wadi Al-Bir - Hub Hadi,وادي البير,Wadi Al-Bir,10,11
احوال كريف,Ahwal Krif,original,,,احوال كريف,Ahwal Krif,10,10
العقمه,Al-Aqmah,split,العقمه - الملاقي,Al-Aqmah - Al-Mulaqi,العقمه,Al-Aqmah,6,8
النشيفه,An-Nashifa,split,النشيفه - الضبيره,An-Nashifa - Ad-Dhabira,النشيفه,An-Nashifa,7,10
محاطبه,Mahataba,split,محاطبه - الجزله,Mahataba - Al-Jazla,محاطبه,Mahataba,6,8
المصاحر,Al-Masahir,split,جبل الحكيمه - المصاحر,Jabal Al-Hakimah - Al-Masahir,المصاحر,Al-Masahir,7,10
حصب الذنبه,Hasab Al-Dhanbah,split,شبيه - حصب الذنبه,Shabih - Hasab Al-Dhanbah,حصب الذنبه,Hasab Al-Dhanbah,10,16
الجعاديه,Al-Ja'adiyah,split,المبذل - الجعاديه,Al-Mabdhil - Al-Ja'adiyah,الجعاديه,Al-Ja'adiyah,8,12
الاقشاب,Al-Aqshab,split,الطوير - الاقشاب,Al-Tuwair - Al-Aqshab,الاقشاب,Al-Aqshab,7,9
العارضه,Al-'Arida,split,العارضه - الدار,Al-'Arida - Al-Dar,العارضه,Al-'Arida,7,9
الاعطف,Al-Ataf,split,حنه العليا - الاعطف,Hanna Al-Ulya - Al-Ataf,الاعطف,Al-Ataf,6,7
العقمه,Al-Aqmah,split,العقمه - القشيق,Al-Aqmah - Al-Qashiq,العقمه,Al-Aqmah,6,8
هجم العجل,Hajam Al-'Ajal,split,العارضه - هجم العجل,Al-'Arida - Hajam Al-'Ajal,هجم العجل,Hajam Al-'Ajal,9,14
مهلومين,Mahlumin,split,بني عامر - مهلومين,Bani Amer - Mahlumin,مهلومين,Mahlumin,7,8
بيت الحرف,Bayt al-Harf,split,بني عامر - بيت الحرف,Bani Amer - Bayt al-Harf,بيت الحرف,Bayt al-Harf,9,12
المعطاب الاعلى,Al-Ma'tab Al-A'la,split,الحياجي - المعطاب الاعلى,Al-Hayaji - Al-Ma'tab Al-A'la,المعطاب الاعلى,Al-Ma'tab Al-A'la,14,17
الشريج,Al-Sharij,split,الشبارة - الشريج,Al-Shabarah - Al-Sharij,الشريج,Al-Sharij,6,9
الحجافيه,Al-Hajafiyah,split,الحجافيه - داردعسين,Al-Hajafiyah - Darda'sin,الحجافيه,Al-Hajafiyah,8,12
الهيوح,Al-Haywah,split,محاطبه - الهيوح,Mahatabah - Al-Haywah,الهيوح,Al-Haywah,6,9
بوميه,Bumiya,split,بوميه - الطواهر,Bumiya - Al-Tawahir,بوميه,Bumiya,5,6
المشاعب,Al-Masha'ib,split,عسق - المشاعب,Asaq - Al-Masha'ib,المشاعب,Al-Masha'ib,7,11
المزانده,Al-Mazanda,split,المزانده - خوصانه,Al-Mazanda - Khawsana,المزانده,Al-Mazanda,8,10
القرين,Al-Qarin,split,العقمه - القرين,Al-Aqmah - Al-Qarin,القرين,Al-Qarin,6,8
الكبه,Al-Kabba,split,حمر - الكبه,Hamr - Al-Kabba,الكبه,Al-Kabba,5,8
شراط,Sharat,split,جريزه - شراط,Jariza - Sharat,شراط,Sharat,4,6
بني مليك,Bani Malik,split,بني مليك - الضــدح,Bani Malik - al-Dhadhah,بني مليك,Bani Malik,8,10
الشبارة,Al-Shabara,split,الشبارة - الطريبة,Al-Shabara - Al-Tariba,الشبارة,Al-Shabara,7,10
البيت الاسفل,Al-Bayt Al-Asfal,split,المعصرة - البيت الاسفل,Al-Ma'sara - Al-Bayt Al-Asfal,البيت الاسفل,Al-Bayt Al-Asfal,12,16
جعاشي,Ja'ashi,split,جعاشي - الحجاجيه,Ja'ashi - Al-Hajjajiya,جعاشي,Ja'ashi,5,7
القطاطه,Al-Qatatah,split,الغوبقه - القطاطه,Al-Ghubaqah - Al-Qatatah,القطاطه,Al-Qatatah,7,10
العقمه,Al-Aqmah,split,العقمه - الجريبه,Al-Aqmah - Al-Juraybah,العقمه,Al-Aqmah,6,8
الدوش,Al-Doush,split,الدوش - الطمير,Al-Doush - Al-Tamir,الدوش,Al-Doush,5,8
الضبيره,Al-Dhabira,split,بوميه - الضبيره,Bumiya - Al-Dhabira,الضبيره,Al-Dhabira,7,10
الغيل,Al-Ghayl,split,الغيل - عريدان,Al-Ghayl - Aridan,الغيل,Al-Ghayl,5,8
يعاقبه,Yaaqaba,split,يعاقبه - العكده,Yaaqaba - Al-Akda,يعاقبه,Yaaqaba,6,7
الرونه,Al-Rawnah,split,العريش - الرونه,Al-Arish - Al-Rawnah,الرونه,Al-Rawnah,6,9
الزغبري,Al-Zaghbari,split,الزغبري - السبله,Al-Zaghbari - Al-Sabla,الزغبري,Al-Zaghbari,7,11
القطنه,Al-Qatna,split,القطنه - النوبه,Al-Qatna - Al-Nuba,القطنه,Al-Qatna,6,8
شعبو,Sha'bu,split,شعبو - الدور,Sha'bu - Al-Dur,شعبو,Sha'bu,4,6
موزع,Mawza',split,موزع - الشيخ,Mawza' - Al-Shaykh,موزع,Mawza',4,6
المضيلع,Al-Mudayli',split,العقمه - المضيلع,Al-Aqmah - Al-Mudayli',المضيلع,Al-Mudayli',7,11
البيحاني,Al-Bayhani,split,القطنه - البيحاني,Al-Qatna - Al-Bayhani,البيحاني,Al-Bayhani,8,10
جعاشي,Ja'ashi,split,جعاشي - القرعة,Ja'ashi - Al-Qur'a,جعاشي,Ja'ashi,5,7
الصنمه,Al-Sunmah,split,الصنمه - الرقعه,Al-Sunmah - Al-Ruq'ah,الصنمه,Al-Sunmah,6,9
القفاعية,Al-Qafa'iya,split,النوازل - القفاعية,Al-Nawazil - Al-Qafa'iya,القفاعية,Al-Qafa'iya,8,11
الشاذلية,Al-Shadhiliyah,split,الشاذلية - العراعر,Al-Shadhiliyah - Al-Ara'ir,الشاذلية,Al-Shadhiliyah,8,14
المقلب,Al-Maqlab,split,المقلب - الركيبه,Al-Maqlab - Al-Rukaybah,المقلب,Al-Maqlab,6,9
الحدابيه,Al-Hadabiyah,split,الحدابيه - الحدبه العليا,Al-Hadabiyah - Al-Hadbah Al-'Ulya,الحدابيه,Al-Hadabiyah,8,12
الكدف,Al-Kadf,split,الطوير - الكدف,Al-Tuwair - Al-Kadf,الكدف,Al-Kadf,5,7
دارالكدف,Dar Al-Kadif,split,الموسنه - دارالكدف,Al-Musinah - Dar Al-Kadif,دارالكدف,Dar Al-Kadif,8,12
الازيود,Al-Azyoud,split,الازيود - الكدام,Al-Azyoud - Al-Kadam,الازيود,Al-Azyoud,7,9
المجرانيه,Al-Majraniya,split,الازيود - المجرانيه,Al-Azyoud - Al-Majraniya,المجرانيه,Al-Majraniya,9,12
السوداد,Al-Sudad,original,,,السوداد,Al-Sudad,7,8
الاكحل,Al-Akhal,split,الغيل - الاكحل,Al-Ghayl - Al-Akhal,الاكحل,Al-Akhal,6,8
القيانة,Al-Qiyanah,split,مقدم راس - القيانة,Muqaddam Ras - Al-Qiyanah,القيانة,Al-Qiyanah,7,10
القرف,Al-Qarf,split,بني علي - القرف,Bani Ali - Al-Qarf,القرف,Al-Qarf,5,7
الرواس,Al-Rawas,split,بني دريغم - الرواس,Bani Drigham - Al-Rawas,الرواس,Al-Rawas,6,8
العراعر,Al-Ara'ir,original,,,العراعر,Al-Ara'ir,7,9
بني حجاج,Bani Hajjaj,split,بني حجاج - النجد,Bani Hajjaj - Al-Najd,بني حجاج,Bani Hajjaj,8,11
الحيمه,Al-Haymah,split,الحيمه - ضورين,Al-Haymah - Dhurin,الحيمه,Al-Haymah,6,9
جرابه,Jarabah,split,المزانده - جرابه,Al-Mazanda - Jarabah,جرابه,Jarabah,5,7
العشيرة,Al-Ashira,split,العشيرة - العشيرة,Al-Ashira - Al-Ashira,العشيرة,Al-Ashira,7,9
وادي سعاده,Wadi Sa'adah,split,وادي سعاده - المشعارالاسفل,Wadi Sa'adah - al-Mish'ar al-Asfal,وادي سعاده,Wadi Sa'adah,10,12
الكدحه,Al-Kadha,split,الكدحه - الجافر,Al-Kadha - Al-Jafir,الكدحه,Al-Kadha,6,8
الدور,Al-Dur,split,شعبو - الدور,Sha'bu - Al-Dur,الدور,Al-Dur,5,6
الغيل,Al-Ghayl,split,الغيل - الشعيب,Al-Ghayl - Al-Shuaib,الغيل,Al-Ghayl,5,8
الشجيبة,Al-Shujayba,split,المقيصع - الشجيبة,Al-Muqaysi' - Al-Shujayba,الشجيبة,Al-Shujayba,7,11
العفيف,Al-Afif,split,مقبنه - العفيف,Maqbanah - Al-Afif,العفيف,Al-Afif,6,7
مقبنه,Maqbanah,split,مقبنه - الرون,Maqbanah - Al-Rawan,مقبنه,Maqbanah,5,8
وادي المعقم,Wadi Al-Mu'aqam,split,وادي المعقم - بخيته,Wadi Al-Mu'aqam - Bakhitah,وادي المعقم,Wadi Al-Mu'aqam,11,15
الفاقع,Al-Faqi',split,حنه العليا - الفاقع,Hanna Al-Ulya - Al-Faqi',الفاقع,Al-Faqi',6,8
الحميدة,Al-Hamida,split,الشبارة - الحميدة,Al-Shabara - Al-Hamida,الحميدة,Al-Hamida,7,9
الادروس,Al-Adrous,split,الادروس - الهنقوب,Al-Adrous - Al-Hanqoub,الادروس,Al-Adrous,7,9
المزانده,Al-Mazanda,split,المزانده - الفاحم,Al-Mazanda - Al-Fahim,المزانده,Al-Mazanda,8,10
العريش,Al-Arish,split,العريش - المفرق,Al-Arish - Al-Mafraq,العريش,Al-Arish,6,8
شعبو,Sha'bu,split,شعبو - الحيمه,Sha'bu - Al-Haymah,شعبو,Sha'bu,4,6
موزع,Mawza',split,موزع - باسعد,Mawza' - Bas'ad,موزع,Mawza',4,6
المضاحي,Al-Madhahi,split,القحيزه - المضاحي,Al-Qahizah - Al-Madhahi,المضاحي,Al-Madhahi,7,10
وادي مكسب,Wadi Makasab,split,وادي مكسب - المعطابه السفلى,Wadi Makasab - Al-Ma'tabah Al-Sufla,وادي مكسب,Wadi Makasab,9,12
الرمادة,Al-Ramada,split,الجمعة - الرمادة,Al-Jum'ah - Al-Ramada,الرمادة,Al-Ramada,7,9
المقيصع,Al-Muqaysi',split,المقيصع - القشوبع,Al-Muqaysi' - Al-Qashub',المقيصع,Al-Muqaysi',7,11
نجدالبير,Najd Al-Bir,split,وادي الاحمر - نجدالبير,Wadi Al-Ahmar - Najd Al-Bir,نجدالبير,Najd Al-Bir,8,11
قشعة السبيل,Qash'at Al-Sabil,split,الحياجي - قشعة السبيل,Al-Hayaji - Qash'at Al-Sabil,قشعة السبيل,Qash'at Al-Sabil,11,16
الغابره,Al-Ghabirah,split,الرباعنه - الغابره,Al-Raba'nah - Al-Ghabirah,الغابره,Al-Ghabirah,7,11
الكرابيه,Al-Karabiyah,split,شعبو - الكرابيه,Sha'bu - Al-Karabiyah,الكرابيه,Al-Karabiyah,8,12
الغيل,Al-Ghayl,split,الغيل - الشجنه,Al-Ghayl - Al-Shajna,الغيل,Al-Ghayl,5,8
الهيوج,Al-Hayyuj,split,الحجيره - الهيوج,Al-Hujayrah - Al-Hayyuj,الهيوج,Al-Hayyuj,6,9
الهجينه,Al-Hajinah,split,الرجحه - الهجينه,Al-Rajhah - Al-Hajinah,الهجينه,Al-Hajinah,7,10
حرثه,Hartha,split,العشيرة - حرثه,Al-Ashira - Hartha,حرثه,Hartha,4,6
شرح,Sharh,split,شرح - العمده,Sharh - Al-Umda,شرح,Sharh,3,5
النوبه,Al-Nawbah,split,رهبه - النوبه,Rahbah - Al-Nawbah,النوبه,Al-Nawbah,6,9
المنزله,Al-Manzilah,split,عسق - المنزله,Asaq - Al-Manzilah,المنزله,Al-Manzilah,7,11
الظهره,Al-Dhahra,split,الحياجي - الظهره,Al-Hayaji - Al-Dhahra,الظهره,Al-Dhahra,6,9
قراضـه,Qaradha,split,القطين - قراضـه,AL-Qateen - Qaradha,قراضه,Qaradha,5,7
دبيلة الربوه,Dabilat Al-Rabwa,split,الرجحه - دبيلة الربوه,Al-Rajhah - Dabilat Al-Rabwa,دبيلة الربوه,Dabilat Al-Rabwa,12,16
الدوش,Al-Doush,split,الاتيمه - الدوش,Al-Atima - Al-Doush,الدوش,Al-Doush,5,8
الغيل,Al-Ghayl,split,الغيل - الاكحل,Al-Ghayl - Al-Akhal,الغيل,Al-Ghayl,5,8
شعب الاحمر,Sha'b Al-Ahmar,split,وادي سعاده - شعب الاحمر,Wadi Sa'adah - Sha'b Al-Ahmar,شعب الاحمر,Sha'b Al-Ahmar,10,14
الدلعمه,Al-Dal'amah,split,الحيمه - الدلعمه,Al-Haymah - Al-Dal'amah,الدلعمه,Al-Dal'amah,7,11
العقمه,Al-Aqmah,split,العقمه - الجروبه,Al-Aqmah - Al-Jarubah,العقمه,Al-Aqmah,6,8
المحمر,Al-Muhammar,split,الطوير - المحمر,Al-Tuwair - Al-Muhammar,المحمر,Al-Muhammar,6,11
الجمعة,Al-Jum'ah,split,الجمعة - البرادقة,Al-Jum'ah - Al-Baradiqa,الجمعة,Al-Jum'ah,6,9
الادروس,Al-Adrous,split,الادروس - المداور,Al-Adrous - Al-Madawer,الادروس,Al-Adrous,7,9
الروقنه,Al-Rawqnah,split,الردف - الروقنه,Al-Radf - Al-Rawqnah,الروقنه,Al-Rawqnah,7,10
العقيقين,Al-Aqiqayn,split,الغيل - العقيقين,Al-Ghayl - Al-Aqiqayn,العقيقين,Al-Aqiqayn,8,10
الصرادح,Al-Saradih,split,الجبال - الصرادح,Al-Jibal - Al-Saradih,الصرادح,Al-Saradih,7,10
النوازل,Al-Nawazil,split,النوازل - المثعوب,Al-Nawazil - Al-Math'ub,النوازل,Al-Nawazil,7,10
الردف,Al-Radf,split,الردف - شرج الذئب,Al-Radf - Sharj Al-Dhib,الردف,Al-Radf,5,7
رهبه,Rahbah,split,رهبه - الخدمات,Rahbah - Al-Khadamat,رهبه,Rahbah,4,6
الخيريان,Al-Khairiyan,split,الغرافي - الخيريان,Al-Gharrafi - Al-Khairiyan,الخيريان,Al-Khairiyan,8,12
العمده,Al-Umda,split,شرح - العمده,Sharh - Al-Umda,العمده,Al-Umda,6,7
العارضه,Al-'Arida,split,العارضه - المناوب,Al-'Arida - Al-Munawwab,العارضه,Al-'Arida,7,9
الحد,Al-Had,split,الحد - الجريبه,Al-Had - Al-Juraybah,الحد,Al-Had,4,6
المقظظ,Al-Muqadhth,split,العقمه - المقظظ,Al-Aqmah - Al-Muqadhth,المقظظ,Al-Muqadhth,6,11
يفرس,Yafrus,split,يفرس - الغول,Yafrus - Al-Ghul,يفرس,Yafrus,4,6
العفيرة,Al-Afira,split,العفيرة - خرشبة,Al-Afira - Kharshaba,العفيرة,Al-Afira,7,8
الحمرة,Al-Hamra,split,الحياجي - الحمرة,Al-Hayaji - Al-Hamra,الحمرة,Al-Hamra,6,8
تتر اسفل,Tatar Asfal,split,وادي البير - تتر اسفل,Wadi Al-Bir - Tatar Asfal,تتر اسفل,Tatar Asfal,8,11
بني مليك,Bani Malik,split,بني مليك - شعب سباء,Bani Malik - Sha'b Saba',بني مليك,Bani Malik,8,10
الردف,Al-Radf,split,الردف - الروقنه,Al-Radf - Al-Rawqnah,الردف,Al-Radf,5,7
سدان,Sadan,split,حنه السفلى - سدان,Hannah Al-Sufla - Sadan,سدان,Sadan,4,5
شبيه,Shabih,split,شبيه - الهداشيه,Shabih - Al-Hadashiyah,شبيه,Shabih,4,6
الاكمه,Al-Akmah,split,عسق - الاكمه,Asaq - Al-Akmah,الاكمه,Al-Akmah,6,8
القصبه,al-Qasbah,split,الجبيه - القصبه,al-Jubayyah - al-Qasbah,القصبه,al-Qasbah,6,9
عسق,Asaq,split,عسق - الاكمه,Asaq - Al-Akmah,عسق,Asaq,3,4
المغني,Al-Mughni,split,حمر - المغني,Hamr - Al-Mughni,المغني,Al-Mughni,6,9
بني حجاج,Bani Hajjaj,split,بني حجاج - الصفا,Bani Hajjaj - Al-Safa,بني حجاج,Bani Hajjaj,8,11
الغرافي,Al-Gharrafi,split,الغرافي - الحياطة,Al-Gharrafi - Al-Hayata,الغرافي,Al-Gharrafi,7,11
الحييمة,Al-Haymah,split,الحييمة - الشقيره,Al-Haymah - Al-Shuqayrah,الحييمة,Al-Haymah,7,9
اكمة البيضاء,Akmat Al-Bayda',split,العارضه - اكمة البيضاء,Al-'Arida - Akmat Al-Bayda',اكمة البيضاء,Akmat Al-Bayda',12,15
الطوير,Al-Tuwair,split,الطوير - البراده,Al-Tuwair - Al-Barada,الطوير,Al-Tuwair,6,9
الزريعي,Al-Zurai'i,split,الضيجه - الزريعي,Al-Dhayjah - Al-Zurai'i,الزريعي,Al-Zurai'i,7,10
الردف,Al-Radf,split,الردف - المعلم,Al-Radf - Al-Mu'allim,الردف,Al-Radf,5,7
مقدم راس,Muqaddam Ras,split,مقدم راس - الداخله,Muqaddam Ras - Al-Dakhilah,مقدم راس,Muqaddam Ras,8,12
العقمه,Al-Aqmah,split,العقمه - الحنه,Al-Aqmah - Al-Hanna,العقمه,Al-Aqmah,6,8
الطنيحه,Al-Taniha,split,المقيصع - الطنيحه,Al-Muqaysi' - Al-Taniha,الطنيحه,Al-Taniha,7,9
المدافن,Al-Madafin,split,العفيرة - المدافن,Al-Afira - Al-Madafin,المدافن,Al-Madafin,7,10
البطاح,Al-Bataah,split,الدييمه - البطاح,Al-Daymah - Al-Bataah,البطاح,Al-Bataah,6,9
الشعيب,Al-Shuaib,split,الشعيب - موقع,Al-Shuaib - Mawqa',الشعيب,Al-Shuaib,6,9
المشراح,Al-Mashrah,split,الشعيب - المشراح,Al-Shuaib - Al-Mashrah,المشراح,Al-Mashrah,7,10
المجوير,Al-Majawir,split,حمر - المجوير,Hamr - Al-Majawir,المجوير,Al-Majawir,7,10
حصيب المهوق,Hasib Al-Mahouq,split,حصيب المهوق - طرة البرقعه,Hasib Al-Mahouq - Tarrah Al-Burqa'ah,حصيب المهوق,Hasib Al-Mahouq,11,15
الحصب,Al-Hasab,split,مجريه - الحصب,Majriya - Al-Hasab,الحصب,Al-Hasab,5,8
القربة,Al-Qurba,split,المقيصع - القربة,Al-Muqaysi' - Al-Qurba,القربة,Al-Qurba,6,8
المعقر,Al-Ma'qar,split,الكدحه - المعقر,Al-Kadha - Al-Ma'qar,المعقر,Al-Ma'qar,6,9
المهاجمة,Al-Muhajima,split,الازيود - المهاجمة,Al-Azyoud - Al-Muhajima,المهاجمة,Al-Muhajima,8,11
الاحيوس,Al-Ahayus,split,الشبارة - الاحيوس,Al-Shabarah - Al-Ahayus,الاحيوس,Al-Ahayus,7,9
الرفصه,Al-Rafsah,split,مبتعه - الرفصه,Mabta'ah - Al-Rafsah,الرفصه,Al-Rafsah,6,9
وادي البير,Wadi Al-Bir,split,وادي البير - شعبة الحادي,Wadi Al-Bir - Sha'bat Al-Hadi,وادي البير,Wadi Al-Bir,10,11
الزويم,Al-Zuwaim,split,حنه السفلى - الزويم,Hannah Al-Sufla - Al-Zuwaim,الزويم,Al-Zuwaim,6,9
الرمة,Al-Rummah,split,الزهارى - الرمة,Al-Zuhari - Al-Rummah,الرمة,Al-Rummah,5,9
الغوبقه,Al-Ghubaqah,split,الغوبقه - الاطوار,Al-Ghubaqah - Al-Atwar,الغوبقه,Al-Ghubaqah,7,11
الوادي,Al-Wadi,split,وادي الشط - الوادي,Wadi Al-Shatt - Al-Wadi,الوادي,Al-Wadi,6,7
الحصين,Al-Husayn,split,قناهو بن علي - الحصين,Qanahu Bin Ali - Al-Husayn,الحصين,Al-Husayn,6,9
الجبل,Al-Jabal,split,رهبه - الجبل,Rahbah - Al-Jabal,الجبل,Al-Jabal,5,8
الصناعه,Al-Sina'ah,split,المقلب - الصناعه,Al-Maqlab - Al-Sina'ah,الصناعه,Al-Sina'ah,7,10
الطور,the Tur,split,السويهره - الطور,Al Suwayhira - the Tur,الطور,the Tur,5,7
المصلاب,Al-Musallab,split,النوازل - المصلاب,Al-Nawazil - Al-Musallab,المصلاب,Al-Musallab,7,11
دار الشجاع,Dar Al-Shuja',split,حسي سالم - دار الشجاع,Hassi Salem - Dar Al-Shuja',دار الشجاع,Dar Al-Shuja',10,13
الحياجي,Al-Hayaji,split,الحياجي - البياضيه,Al-Hayaji - Al-Bayadiyah,الحياجي,Al-Hayaji,7,9
الاقروض - الجباه,Al-Aqrouth -Al-Jabah,original,,,الاقروض - الجباه,Al-Aqrouth -Al-Jabah,16,20
الحقافر,Al-Haqafir,split,الدوش - الحقافر,Al-Doush - Al-Haqafir,الحقافر,Al-Haqafir,7,10
الصيفيه,Al-Sayfiyah,split,بني علي - الصيفيه,Bani Ali - Al-Sayfiyah,الصيفيه,Al-Sayfiyah,7,11
النوازل,Al-Nawazil,split,النوازل - العروض,Al-Nawazil - Al-'Arud,النوازل,Al-Nawazil,7,10
الكهاديد,Al-Kahadid,split,مبتعه - الكهاديد,Mubta'a - Al-Kahadid,الكهاديد,Al-Kahadid,8,10
الحفره,Al-Hafra,split,المعامرة - الحفره,Al-Ma'amrah - Al-Hafra,الحفره,Al-Hafra,6,8
النوبه,Al-Nubah,split,الهاملي - النوبه,Al-Hamli - Al-Nubah,النوبه,Al-Nubah,6,8
